Train_labeled_loss Train_unlabeled_loss Test_loss Train_labeled_accuracy Train_unlabeled_accuracy Test_accuracy New_label_correct New_label_total 
0.0009664868547423443 0.6447346636213959 0.6649771228117318 1.0 0.8672407407407408 0.8626799999999999 4406.0 4795.5 
0.000967275990745495 0.6381191458414068 0.6598496190899872 1.0 0.8689074074074075 0.8633599999999999 235.0 390.8 
0.0002984837420341968 1.1853219624731302 1.0565041400165627 1.0 0.8752037037037038 0.87095 57.6 113.6 
0.0002510963961452546 1.404229589367386 1.168753119713171 1.0 0.8767037037037037 0.8727199999999999 18.8 41.1 
0.00027115845485041663 1.470439361163237 1.2010249265849506 1.0 0.8779629629629631 0.8725200000000001 8.8 21.9 
0.00025581620624721496 1.5104470112170656 1.2273503203995813 1.0 0.8779259259259261 0.87199 4.5 11.3 
0.00024935355172957913 1.5315886664977234 1.2306539283007305 1.0 0.8778888888888886 0.87255 3.0 8.6 
0.00026764512384298735 1.530804639802656 1.2303600440047289 1.0 0.8778703703703703 0.8716100000000001 2.3 5.2 
0.00025350098698504787 1.5593574864680328 1.2505686381712213 1.0 0.8777592592592592 0.87112 1.1 3.2 
0.0008189552218375055 1.5605360190872655 1.2568779685886429 0.9998333333333334 0.8777777777777777 0.8705300000000001 0.8 2.4 
0.00025120964586335836 1.5532358916835103 1.2433625982074012 1.0 0.8776296296296294 0.8716100000000001 0.6 1.4 
0.00025228376770225627 1.5566370034848087 1.2423473167863157 1.0 0.877685185185185 0.87138 0.2 0.7 
0.00024326358734664028 1.5790607043116638 1.261794068250381 1.0 0.8777962962962962 0.87155 0.2 0.5 
0.000246578155893121 1.5736288101445903 1.2530538541345888 1.0 0.8776481481481481 0.8716700000000002 0.1 0.5 
0.0008574577775457842 1.570929605813728 1.2542133371916226 0.9996666666666666 0.8775370370370371 0.87081 0.2 0.6 
0.00023611190701623507 1.5696140773525742 1.2500355996956303 1.0 0.8777222222222221 0.8718600000000001 0.0 0.3 
0.00023646822073120698 1.5810428276232789 1.2584114986604376 1.0 0.8778148148148148 0.8716099999999999 0.2 0.2 
0.00023423289247221914 1.5839651210847212 1.2612516173193467 1.0 0.8777407407407407 0.87187 0.0 0.3 
0.0002473172087992089 1.556985056931135 1.2391464500916718 1.0 0.8777962962962962 0.8713 0.0 0.0 
0.005787202159080158 1.5366330384846119 1.2323135416694115 0.998 0.8779074074074075 0.87149 0.0 0.5 
