Train_labeled_loss Train_unlabeled_loss Test_loss Train_labeled_accuracy Train_unlabeled_accuracy Test_accuracy New_label_correct New_label_total 
0.0009803931342164396 0.6328026296877874 0.6582800301012081 1.0 0.8691666666666666 0.8614799999999999 1337.1 1350.0 
0.0009876036624160696 0.6386339882691038 0.6627312591899086 1.0 0.8673148148148148 0.86249 989.9 1013.0 
0.0011165002287513665 0.6656846479198045 0.6927528717851508 1.0 0.8699259259259259 0.8627799999999999 725.8 760.0 
0.0011481987179741714 0.7076062908434027 0.7228912803777484 1.0 0.8700925925925926 0.8652599999999999 524.7 570.0 
0.0008776869546551819 0.737572698818928 0.7437815499723831 1.0 0.8751111111111112 0.8689799999999999 376.5 427.0 
0.0008040634342643082 0.7768232153778446 0.7669079587726427 1.0 0.8797222222222221 0.8724000000000001 261.9 320.4 
0.000656958264938605 0.8377991621567474 0.8095031810710511 1.0 0.8839444444444446 0.87599 178.1 233.6 
0.0005817662647561443 0.9075042097186419 0.8476246736683001 1.0 0.8877037037037037 0.8795399999999999 97.8 132.7 
0.0005177455772848994 0.9704073031693554 0.8756640006194113 1.0 0.8883703703703704 0.8817600000000001 60.5 87.7 
0.0005111059661856385 1.02163767970248 0.8998065644097852 1.0 0.889574074074074 0.8827999999999999 37.5 55.4 
0.0004721284037910523 1.0474813277115345 0.9100903281432628 1.0 0.8908703703703702 0.88353 27.1 45.3 
0.0004710793109646384 1.069124898821864 0.9146084207089391 1.0 0.8913703703703704 0.8842700000000001 21.4 36.9 
0.00046961549923007736 1.0909104417391202 0.9276803899371237 1.0 0.8917407407407408 0.8837400000000001 20.6 35.4 
0.0004143749942094034 1.125760720270533 0.9438250859475179 1.0 0.892074074074074 0.88447 10.1 17.5 
0.00045816103465159513 1.1230750655494213 0.9328182774675291 1.0 0.8918888888888888 0.88445 10.1 17.7 
0.0004707128383534849 1.1349815619263863 0.9401358759138748 1.0 0.8922222222222222 0.8852399999999999 7.4 13.3 
0.0004390718377978363 1.152155551218423 0.9562234018446073 1.0 0.8922037037037036 0.8845000000000001 7.8 13.5 
0.00040376374184107524 1.166957360461193 0.9633824792024319 1.0 0.8923518518518518 0.8846 7.1 12.4 
0.00042237624861923893 1.17360035756367 0.9655409670995023 1.0 0.8926111111111114 0.88493 5.1 9.6 
0.0004231093050589251 1.1613378970781165 0.9545459822178044 1.0 0.8935185185185185 0.88484 4.0 8.2 
