Train_labeled_loss Train_unlabeled_loss Test_loss Train_labeled_accuracy Train_unlabeled_accuracy Test_accuracy New_label_correct New_label_total 
0.0009846574915407433 0.6931502919207745 0.6631319247003987 1.0 0.8600690235690237 0.86334 2085.9 2099.8 
0.0010116948992086945 0.6869222928514425 0.6572719985393787 1.0 0.8592525252525253 0.8628 189.7 228.5 
0.0009498680022751267 0.7095281215007392 0.6844851144761023 1.0 0.8565033670033669 0.85992 93.5 123.2 
0.0007805256522033845 0.7400083162866704 0.7125099517302698 1.0 0.8558434343434345 0.8590000000000002 100.1 149.0 
0.0007729033061754371 0.7641886592809173 0.7416848546545943 1.0 0.8525235690235691 0.8550599999999999 49.2 80.3 
0.0006331543072412729 0.8582537224068265 0.8391784865232628 1.0 0.8482659932659932 0.8495100000000001 42.4 63.8 
0.000724584248537716 0.8360802831761551 0.8092695553852076 1.0 0.8481616161616161 0.85076 20.1 36.6 
0.001236064453855812 0.8951548298923694 0.8685500104733499 0.9998333333333334 0.8448063973063974 0.84718 19.5 29.4 
0.0006322221916430928 0.9120217952208531 0.8881542002827857 1.0 0.8466161616161616 0.8473 51.5 82.9 
0.0008801808785770905 0.8632149829630096 0.8448289857072637 1.0 0.846107744107744 0.84726 14.0 38.2 
0.0006683244243873701 0.9738948770340901 0.9476221092255885 1.0 0.8414276094276095 0.8428999999999999 61.8 112.1 
0.0006449339132019182 0.9835343598612134 0.9568845029630652 1.0 0.8409326599326599 0.8430800000000002 18.0 39.7 
0.0006712791758089236 1.0381433586037803 1.006079549846722 1.0 0.8371801346801346 0.8404299999999999 17.2 43.1 
0.0005976297024977633 1.088128168034514 1.0518962962083784 1.0 0.8351481481481482 0.83748 8.6 30.1 
0.004402304302511014 0.9796633521794039 0.9551106808046125 0.9983333333333334 0.8362575757575759 0.83826 4.8 22.7 
0.0006163610979891203 1.0774777005883829 1.0504562484230817 1.0 0.8350420875420875 0.83787 6.4 18.8 
0.007982605914153357 1.0713530024120672 1.044635896160892 0.9971666666666668 0.8315454545454546 0.83436 4.5 17.5 
0.01037607514753587 1.1218698554708801 1.0796600124039384 0.9969999999999999 0.8303265993265994 0.83375 11.3 28.5 
0.0043406866175264526 1.110418318583271 1.0754622052294662 0.9981666666666665 0.8315824915824915 0.8343999999999999 11.7 20.9 
0.0006225439711690008 1.1958832960937271 1.158036864221165 1.0 0.8290252525252525 0.83147 4.5 8.0 
