Train_labeled_loss Train_unlabeled_loss Test_loss Train_labeled_accuracy Train_unlabeled_accuracy Test_accuracy New_label_correct New_label_total 
0.0009947034988988762 0.6394819425574956 0.664639599527399 1.0 0.8686666666666667 0.86069 4035.6 4259.0 
0.0010204163385093272 0.6296704673119261 0.6603891998952659 1.0 0.8698148148148148 0.8613099999999999 401.9 530.8 
0.0005032926647284732 0.9164411449757786 0.8777551032284668 1.0 0.8781666666666667 0.8728400000000001 128.5 194.1 
0.0003952066936323877 1.0749189137900093 0.9680625492403733 1.0 0.8834629629629628 0.8770899999999999 60.8 100.4 
0.0003824474023331948 1.1529047532479955 1.0155712293703558 1.0 0.8855185185185187 0.8787899999999998 36.4 60.1 
0.00037794567312981136 1.1914079112544207 1.0139333634740637 1.0 0.8861296296296297 0.87965 21.3 43.6 
0.0003818952700755199 1.219971747776721 1.0301581374863504 1.0 0.8864629629629631 0.88034 14.0 30.3 
0.00036863121365311393 1.2462294257460127 1.0411519862033327 1.0 0.8873333333333333 0.8804500000000001 10.7 25.7 
0.00035264334244043964 1.2723058335619561 1.0505538683241404 1.0 0.8874629629629629 0.8802800000000002 9.9 21.1 
0.00033076935606328044 1.3070073139516452 1.0688772578734362 1.0 0.8874814814814815 0.8806800000000001 6.6 16.7 
0.00036216429805882507 1.309110917077573 1.0727370442703246 1.0 0.8869259259259259 0.87965 5.8 14.0 
0.00037514082190673 1.3127162885565613 1.0687735943816594 1.0 0.8874259259259258 0.8803400000000001 3.2 9.6 
0.00034670685868875325 1.318500281391019 1.0703871259430884 1.0 0.8871666666666667 0.8800399999999999 2.9 8.0 
0.00033179368547012184 1.3559245439691217 1.1047816391086667 1.0 0.8866851851851851 0.87894 2.9 7.5 
0.00034111111926463935 1.3345913613020113 1.0749063250634794 1.0 0.8871111111111111 0.8800800000000001 2.8 7.0 
0.0003537922920437895 1.3419834348734834 1.08622738463845 1.0 0.8871296296296297 0.8793700000000001 2.5 7.4 
0.0003405633919052871 1.3599975914125884 1.1012402435870086 1.0 0.8873888888888889 0.8793299999999998 1.4 6.5 
0.000357496250129064 1.3485638384047067 1.0826569277698674 1.0 0.8871481481481481 0.87957 2.5 5.9 
0.00033714645563445587 1.3628630883872563 1.0941765810463104 1.0 0.8870925925925925 0.8798300000000001 1.5 4.9 
0.000362867102095379 1.3491348800016314 1.0878600378789283 1.0 0.8872592592592593 0.87937 1.6 4.2 
