Train_labeled_loss Train_unlabeled_loss Test_loss Train_labeled_accuracy Train_unlabeled_accuracy Test_accuracy New_label_correct New_label_total 
0.0010124997885323506 0.6388009601143915 0.6607516395395725 1.0 0.8692592592592592 0.8616999999999999 4526.3 4989.5 
0.0010042116076137337 0.6346984826692106 0.6606900237757782 1.0 0.8682592592592593 0.8622399999999999 166.8 307.4 
0.0002518440444421126 1.2738043775869758 1.1227076878057525 1.0 0.8763888888888889 0.8706900000000001 29.7 69.1 
0.00019577053333352665 1.4983270911321076 1.228672713382175 1.0 0.8767222222222223 0.87126 7.0 19.0 
0.00022281605060462078 1.5235360887476666 1.2391494379052344 1.0 0.876611111111111 0.87096 2.9 7.8 
0.0001994462717320482 1.5814170883584668 1.2626518340718038 1.0 0.8770000000000001 0.87042 1.1 2.7 
0.00023025631191318685 1.5477527132916733 1.2471963863864153 1.0 0.8767592592592592 0.8704699999999999 0.5 1.3 
0.00021632848837192944 1.5778781669312505 1.265915918108968 1.0 0.8769444444444444 0.8706799999999999 0.4 0.8 
0.00019910776619727998 1.5788994309083493 1.2606099166416311 1.0 0.8768703703703702 0.87056 0.2 0.6 
0.00023111418797585437 1.5546909382935383 1.253659064047691 1.0 0.8769074074074072 0.8703900000000001 0.2 0.5 
0.00022522428478723356 1.562606324328053 1.2639356532780859 1.0 0.8769629629629628 0.86959 0.1 0.2 
0.0002251120193200422 1.5488369918280829 1.254173940919039 1.0 0.8769259259259259 0.8700700000000001 0.0 0.1 
0.000227144474276315 1.5567930410716149 1.2544798076312569 1.0 0.8769444444444444 0.8706799999999999 0.1 0.2 
0.00022619559959234916 1.563886992246221 1.2628728033071397 1.0 0.8769444444444444 0.8696600000000002 0.0 0.0 
0.00022725727896997396 1.5702023866255808 1.2726072032202937 1.0 0.8769444444444444 0.87009 0.0 0.0 
0.0003707441138012417 1.5295839662052644 1.2428072649445814 1.0 0.876962962962963 0.86915 0.0 0.1 
0.00023311075807157028 1.5538786264929532 1.2612862336321418 1.0 0.876962962962963 0.8697500000000001 0.0 0.2 
0.00021974246106476868 1.57376598167864 1.2648718953518852 1.0 0.8769444444444444 0.8697700000000002 0.1 0.2 
0.00023561012344776 1.5448124185471739 1.2478260505752585 1.0 0.876962962962963 0.8702500000000001 0.0 0.0 
0.00026427989030917737 1.5340455055217606 1.236760389647045 1.0 0.8769444444444444 0.8702000000000002 0.0 0.0 
