Train_labeled_loss Train_unlabeled_loss Test_loss Train_labeled_accuracy Train_unlabeled_accuracy Test_accuracy New_label_correct New_label_total 
0.0010031734242170135 0.636999459126222 0.6593372089161311 1.0 0.8696111111111111 0.86297 101.1 101.2 
0.0009780342402189786 0.6515178716319536 0.6685132579332632 1.0 0.8676851851851852 0.86141 26.8 26.9 
0.0009993644838230092 0.6389297996240993 0.661134250794149 1.0 0.8686296296296296 0.8622699999999999 13.1 13.3 
0.001005334251356367 0.6373711949078286 0.6551980804182602 1.0 0.8698888888888889 0.8626100000000001 13.5 13.5 
0.0010639653221042075 0.6250255475575193 0.655218994816223 1.0 0.8704444444444445 0.86205 8.0 8.1 
0.0010272808222017568 0.6325574972421142 0.6594277740754465 1.0 0.8703148148148149 0.86344 5.1 5.1 
0.001030931557245794 0.6279677575317762 0.6514073258630131 1.0 0.8709074074074072 0.8633400000000002 7.7 7.7 
0.0010171639098278315 0.6435550883301809 0.6719197255484531 1.0 0.8681296296296296 0.86143 8.8 8.8 
0.0011213002788298201 0.6342181995562919 0.6559363313211567 1.0 0.8705925925925927 0.8628499999999999 7.3 7.3 
0.001044849326615059 0.6373923556053392 0.6638521706839235 1.0 0.8700370370370368 0.8618600000000001 6.3 6.3 
0.0010242743526070433 0.6290553974607248 0.655626711275943 1.0 0.8713518518518519 0.8638 2.4 3.1 
0.001050425216078609 0.6171372474736636 0.6462243884117944 1.0 0.8719444444444445 0.8637300000000001 3.1 3.1 
0.0011741637386821144 0.6368981497304947 0.6589569258904782 1.0 0.8694074074074074 0.8617000000000001 8.4 8.5 
0.0011256020970331604 0.630837161799214 0.655282705491955 1.0 0.8703333333333333 0.8622299999999999 7.4 7.4 
0.0010128817979392496 0.6182921408994485 0.6454602727869931 1.0 0.8735740740740742 0.86448 4.4 4.4 
0.0010383473048950454 0.6326348449728676 0.6622208512927006 1.0 0.8702962962962963 0.86263 1.8 2.1 
0.0010444144596705018 0.6191454770221254 0.6413155624830191 1.0 0.8712222222222223 0.86388 4.1 4.2 
0.0016463254021783405 0.6285209521898615 0.6522802967759352 0.9998333333333334 0.8704814814814815 0.86372 5.0 5.8 
0.0011881792997302314 0.6193492816199322 0.6435528215989281 1.0 0.8703333333333333 0.8635400000000001 1.8 1.9 
0.0009525837655135934 0.6296733926754555 0.6549540883605591 1.0 0.8713518518518519 0.8632000000000002 1.3 2.2 
